#throughput latency
1, 4253.12
6, 6615.42
11, 7898.96
16, 9174
21, 10933.1
26, 11837
31, 13641.3
36, 15380.7
41, 16844.5
46, 19231.8
51, 20880.8
56, 22741.6
61, 24279
66, 27023.4
71, 28960
76, 31547.4
81, 33970.8
86, 40405.2
91, 35875.2
96, 40695.2
