#throughput latency
1, 872.934
6, 1009.64
11, 1261.98
16, 1531.99
21, 2041.38
26, 2435.34
31, 3265.2
36, 4497.9
41, 5218.64
46, 6855.14
51, 8889.14
56, 9812.9
61, 10462.1
66, 14595.7
71, 13610.4
76, 16044.1
81, 16347.5
86, 18858.8
91, 18888.5
96, 18573.8
