#throughput latency
1, 1090.37
6, 1816.29
11, 2729.58
16, 3424.34
21, 4375.92
26, 5098.16
31, 5870.22
36, 7392.44
41, 7459.68
46, 9296.44
51, 10459.6
56, 12217.8
61, 13002.8
66, 18634.6
71, 21992.6
76, 24143
81, 24712.6
86, 40653.2
91, 31012.2
96, 39135.4
